,Id,tm_Id,Name,Team,Nationality,Date of Birth,Height,Strong Foot,Position,Joined,Contract Expires,Followers
75554,17584,75554,Magnus Eriksson,San Jose Earthquakes,Sweden,"Apr 8, 1990","1,79 m",left,Forward - Right Winger,"Jan 1, 2018",-,no info
644779,17585,644779,Siad Haji,San Jose Earthquakes,United States Somalia,"Dec 1, 1999","1,73 m",no_info,Forward - Right Winger,"Jan 11, 2019",-,no info
81163,17586,81163,Danny Hoesen,San Jose Earthquakes,Netherlands Morocco,"Jan 15, 1991","1,86 m",right,Forward - Centre-Forward,"Jan 1, 2018",-,no info
59310,17587,59310,Andrés Ríos,San Jose Earthquakes,Argentina,"Aug 1, 1989","1,79 m",right,Forward - Centre-Forward,"Jul 30, 2019",-,61787
39856,17588,39856,Chris Wondolowski,San Jose Earthquakes,United States Poland,"Jan 28, 1983","1,85 m",right,Forward - Centre-Forward,"Jun 9, 2009",31.12.2020,8920
647235,17589,647235,Cade Cowell,San Jose Earthquakes,United States,"Oct 14, 2003","1,75 m",right,Forward - Centre-Forward,"Jan 23, 2019",-,no info
244149,17590,244149,Andre Blake,Philadelphia Union,Jamaica,"Nov 21, 1990","1,93 m",no_info,Goalkeeper,"Jan 16, 2014",-,no info
168713,17591,168713,Joe Bendik,Philadelphia Union,United States,"Apr 25, 1989","1,91 m",no_info,Goalkeeper,"Jul 19, 2019",31.12.2020,no info
500309,17592,500309,Matt Freese,Philadelphia Union,United States Germany,"Sep 2, 1998","1,93 m",no_info,Goalkeeper,"Dec 21, 2018",-,4583
490362,17593,490362,Jack Elliott,Philadelphia Union,England Scotland,"Aug 24, 1995","1,95 m",no_info,Defender - Centre-Back,"Jan 17, 2017",31.12.2021,no info
185636,17594,185636,Jakob Glesnes,Philadelphia Union,Norway,"Mar 25, 1994","1,88 m",right,Defender - Centre-Back,"Jan 31, 2020",-,no info
429259,17595,429259,Mark McKenzie,Philadelphia Union,United States,"Feb 25, 1999","1,80 m",left,Defender - Centre-Back,"Jan 18, 2018",31.12.2022,7668
45155,17596,45155,Aurélien Collin,Philadelphia Union,France,"Mar 8, 1986","1,88 m",right,Defender - Centre-Back,"Jan 22, 2019",31.12.2020,no info
357842,17597,357842,Kai Wagner,Philadelphia Union,Germany,"Feb 15, 1997","1,82 m",no_info,Defender - Left-Back,"Feb 6, 2019",-,no info
368897,17598,368897,Matthew Real,Philadelphia Union,United States,"Jul 10, 1999","1,80 m",no_info,Defender - Left-Back,"Jan 18, 2018",31.12.2020,no info
213017,17599,213017,Raymon Gaddis,Philadelphia Union,United States,"Jan 13, 1990","1,75 m",right,Defender - Right-Back,"Jan 12, 2012",-,6541
426944,17600,426944,Olivier Mbaizo,Philadelphia Union,Cameroon,"Aug 15, 1997","1,78 m",no_info,Defender - Right-Back,"Apr 17, 2018",31.12.2020,no info
389619,17601,389619,Matej Oravec,Philadelphia Union,Slovakia,"Mar 30, 1998","1,86 m",right,Midfielder - Defensive Midfield,"Jan 20, 2020",31.12.2022,no info
415666,17602,415666,José Andrés Martínez,Philadelphia Union,Venezuela,"Aug 7, 1994","1,76 m",right,Midfielder - Defensive Midfield,"Jan 1, 2020",-,no info
213005,17603,213005,Warren Creavalle,Philadelphia Union,Guyana United States,"Aug 14, 1990","1,83 m",right,Midfielder - Defensive Midfield,"Aug 7, 2015",31.12.2020,no info
659780,17604,659780,Cole Turner,Philadelphia Union II,United States,"Jul 7, 2001","1,88 m",no_info,Midfielder - Defensive Midfield,"Jan 2, 2020",30.11.2020,no info
272930,17605,272930,Jamiro Monteiro,Philadelphia Union,Cape Verde Netherlands,"Nov 23, 1993","1,75 m",right,Midfielder - Central Midfield,"Jan 10, 2020",31.12.2022,8253
111783,17606,111783,Alejandro Bedoya,Philadelphia Union,United States Colombia,"Apr 29, 1987","1,82 m",right,Midfielder - Central Midfield,"Aug 3, 2016",-,68024
52937,17607,52937,Ilsinho,Philadelphia Union,Brazil Portugal,"Oct 12, 1985","1,78 m",right,Midfielder - Right Midfield,"Feb 24, 2016",31.12.2020,no info
659781,17608,659781,Jack de Vries,Philadelphia Union,United States Netherlands,"Mar 28, 2002","1,78 m",no_info,Midfielder - Right Midfield,"Jan 1, 2020",-,no info
393323,17609,393323,Brenden Aaronson,Philadelphia Union,United States,"Oct 22, 2000","1,78 m",no_info,Midfielder - Attacking Midfield,"Jan 1, 2019",-,10012
447216,17610,447216,Anthony Fontana,Philadelphia Union,United States,"Oct 14, 1999","1,73 m",no_info,Midfielder - Attacking Midfield,"Jan 1, 2018",31.12.2020,no info
580812,17611,580812,Michee Ngalina,Philadelphia Union,DR Congo,"Apr 6, 2000","1,80 m",no_info,Forward - Left Winger,"May 8, 2019",-,no info
67407,17612,67407,Andrew Wooten,Philadelphia Union,United States Germany,"Sep 30, 1989","1,86 m",right,Forward - Centre-Forward,"Jul 9, 2019",-,1972
86030,17613,86030,Kacper Przybylko,Philadelphia Union,Poland Germany,"Mar 25, 1993","1,92 m",both,Forward - Centre-Forward,"Sep 16, 2018",31.12.2023,no info
370561,17614,370561,Sergio Santos,Philadelphia Union,Brazil,"Sep 4, 1994","1,83 m",left,Forward - Centre-Forward,"Jan 1, 2019",-,no info
175615,17615,175615,Joe Willis,Nashville SC,United States,"Aug 10, 1988","1,93 m",no_info,Goalkeeper,"Nov 19, 2019",-,1718
384129,17616,384129,Adrián Zendejas,Nashville SC,United States Mexico,"Aug 30, 1995","1,96 m",no_info,Goalkeeper,"Nov 19, 2019",-,no info
637410,17617,637410,Elliot Panicco,Nashville SC,United States,"Nov 18, 1996","1,95 m",no_info,Goalkeeper,"Jan 9, 2020",-,no info
351507,17618,351507,Tanner Dieterich,Nashville SC,United States,"May 4, 1998",no_info,no_info,Defender,"Jan 9, 2020",-,no info
245337,17619,245337,Walker Zimmerman,Nashville SC,United States,"May 19, 1993","1,90 m",no_info,Defender - Centre-Back,"Feb 11, 2020",-,19443
174715,17620,174715,Jalil Anibaba,Nashville SC,United States Nigeria,"Oct 19, 1988","1,83 m",right,Defender - Centre-Back,"Nov 19, 2019",-,no info
367552,17621,367552,Dave Romney,Nashville SC,United States,"Jun 12, 1993","1,88 m",no_info,Defender - Centre-Back,"Nov 12, 2019",-,6404
572039,17622,572039,Miguel Nazarit,Nashville SC,Colombia,"May 20, 1997","1,86 m",right,Defender - Centre-Back,"Jan 1, 2020",-,no info
271662,17623,271662,Ken Tribbett,Nashville SC,United States,"Aug 28, 1992","1,88 m",right,Defender - Centre-Back,"Nov 22, 2019",31.12.2020,no info
405189,17624,405189,Jack Maher,Charlotte Independence,United States,"Oct 28, 1999","1,88 m",no_info,Defender - Centre-Back,"Mar 6, 2020",30.11.2020,2848
271198,17625,271198,Daniel Lovitz,Nashville SC,United States,"Aug 27, 1991","1,78 m",left,Defender - Left-Back,"Nov 19, 2019",-,3667
283624,17626,283624,Jimmy Medranda,Nashville SC,Colombia,"Feb 7, 1994","1,65 m",no_info,Defender - Left-Back,"Nov 19, 2019",-,12679
417394,17627,417394,Taylor Washington,Nashville SC,United States,"Aug 16, 1993","1,78 m",no_info,Defender - Left-Back,"Nov 22, 2019",31.12.2020,no info
171043,17628,171043,Brayan Beckeles,Nashville SC,Honduras,"Nov 28, 1985","1,82 m",right,Defender - Right-Back,"Jan 1, 2020",-,no info
245315,17629,245315,Eric Miller,Nashville SC,United States,"Jan 15, 1993","1,86 m",right,Defender - Right-Back,"Nov 26, 2019",-,no info
637446,17630,637446,Alistair Johnston,Nashville SC,Canada,"Oct 8, 1998","1,80 m",no_info,Midfielder,"Jan 9, 2020",-,no info
161671,17631,161671,Aníbal Godoy,Nashville SC,Panama,"Feb 10, 1990","1,83 m",left,Midfielder - Defensive Midfield,"Jan 1, 2020",-,39792
423454,17632,423454,Matt LaGrassa,Nashville SC,United States,"Jan 27, 1993","1,82 m",no_info,Midfielder - Defensive Midfield,"Nov 22, 2019",31.12.2020,no info
39479,17633,39479,Dax McCarty,Nashville SC,United States,"Apr 30, 1987","1,75 m",right,Midfielder - Central Midfield,"Nov 12, 2019",-,no info
411554,17634,411554,Derrick Jones,Nashville SC,United States Ghana,"Mar 3, 1997","1,90 m",right,Midfielder - Central Midfield,"May 8, 2019",-,no info
374282,17635,374282,Brian Anunga,Nashville SC,Cameroon,"Aug 10, 1996","1,80 m",no_info,Midfielder - Central Midfield,"Jan 15, 2020",-,no info
146155,17636,146155,Hany Mukhtar,Nashville SC,Germany Sudan,"Mar 21, 1995","1,73 m",both,Midfielder - Attacking Midfield,"Jan 1, 2020",-,29350
221855,17637,221855,David Accam,Nashville SC,Ghana,"Sep 28, 1990","1,74 m",right,Forward - Left Winger,"Jan 1, 2020",-,no info
297786,17638,297786,Randall Leal,Nashville SC,Costa Rica,"Jan 14, 1997","1,69 m",right,Forward - Left Winger,"Jan 1, 2020",-,30217
354840,17639,354840,Dominique Badji,Nashville SC,Senegal,"Oct 16, 1992","1,83 m",no_info,Forward - Centre-Forward,"Dec 2, 2019",31.12.2020,10331
476676,17640,476676,Abu Danladi,Nashville SC,Ghana,"Oct 18, 1995","1,78 m",right,Forward - Centre-Forward,"Nov 19, 2019",-,3526
325603,17641,325603,Daniel Ríos,Nashville SC,Mexico,"Feb 22, 1995","1,86 m",left,Forward - Centre-Forward,"Dec 1, 2018",-,12962
336173,17642,336173,Alan Winn,Nashville SC,United States,"Feb 18, 1996","1,80 m",no_info,Forward - Centre-Forward,"Nov 22, 2019",31.12.2020,3628
156300,17643,156300,Zac MacMath,Real Salt Lake City,United States,"Aug 7, 1991","1,85 m",no_info,Goalkeeper,"Dec 17, 2019",31.12.2020,no info
580234,17644,580234,David Ochoa,Real Salt Lake City,United States,"Jan 16, 2001","1,88 m",no_info,Goalkeeper,"Jan 1, 2019",-,no info
494257,17645,494257,Andrew Putna,Real Salt Lake City,United States,"Oct 21, 1994","1,88 m",no_info,Goalkeeper,"Jul 13, 2018",31.12.2020,no info
334597,17646,334597,Justen Glad,Real Salt Lake City,United States,"Feb 28, 1997","1,83 m",no_info,Defender - Centre-Back,"Apr 7, 2014",31.12.2020,no info
28810,17647,28810,Nedum Onuoha,Real Salt Lake City,England Nigeria,"Nov 12, 1986","1,83 m",right,Defender - Centre-Back,"Sep 14, 2018",-,no info
76743,17648,76743,Marcelo Silva,Real Salt Lake City,Uruguay,"Mar 21, 1989","1,85 m",right,Defender - Centre-Back,"Jul 10, 2017",31.12.2020,2308
510344,17649,510344,Erik Holt,Real Salt Lake City,United States,"Sep 6, 1996","1,85 m",no_info,Defender - Centre-Back,"Jan 3, 2019",31.12.2020,no info
181662,17650,181662,Donny Toia,Real Salt Lake City,United States,"May 28, 1992","1,73 m",left,Defender - Left-Back,"Dec 14, 2018",31.12.2020,1553
164559,17651,164559,Ashtone Morgan,Real Salt Lake City,Canada Guyana,"Feb 9, 1991","1,80 m",left,Defender - Left-Back,"Jan 21, 2020",31.12.2020,no info
401362,17652,401362,Aaron Herrera,Real Salt Lake City,United States,"Jun 6, 1997","1,80 m",right,Defender - Right-Back,"Dec 15, 2017",31.12.2023,2912
347597,17653,347597,Alvin Jones,Real Salt Lake City,Trinidad and Tobago,"Jul 9, 1994","1,83 m",right,Defender - Right-Back,"Dec 9, 2019",-,no info
75076,17654,75076,Everton Luiz,Real Salt Lake City,Brazil,"May 24, 1988","1,73 m",right,Midfielder - Defensive Midfield,"Jan 1, 2020",31.12.2020,no info
26995,17655,26995,Kyle Beckerman,Real Salt Lake City,United States,"Apr 23, 1982","1,77 m",right,Midfielder - Defensive Midfield,"Jul 16, 2007",31.12.2020,no info
318461,17656,318461,Justin Portillo,Real Salt Lake City,United States El Salvador,"Sep 9, 1992","1,70 m",right,Midfielder - Defensive Midfield,"Feb 26, 2019",31.12.2020,no info
68884,17657,68884,Damir Kreilach,Real Salt Lake City,Croatia,"Apr 16, 1989","1,86 m",right,Midfielder - Central Midfield,"Feb 7, 2018",31.12.2020,10016
354597,17658,354597,Nick Besler,Real Salt Lake City,United States,"May 7, 1993","1,85 m",no_info,Midfielder - Central Midfield,"Aug 24, 2017",31.12.2020,no info
101399,17659,101399,Luke Mulholland,Real Salt Lake City,England United States,"Aug 7, 1988","1,80 m",no_info,Midfielder - Central Midfield,"Jan 21, 2014",30.11.2020,no info
401580,17660,401580,Pablo Ruiz,Real Salt Lake City,Argentina Chile,"Dec 20, 1998","1,72 m",left,Midfielder - Central Midfield,"Feb 2, 2018",-,no info
509326,17661,509326,Jeizon Ramírez,Real Salt Lake City,Venezuela,"Mar 24, 2001","1,69 m",right,Midfielder - Right Midfield,"Feb 6, 2020",-,no info
259271,17662,259271,Maikel Chang,Real Salt Lake City,Cuba,"Apr 18, 1991","1,77 m",no_info,Midfielder - Right Midfield,"Nov 21, 2019",31.12.2020,no info
43228,17663,43228,Albert Rusnák,Real Salt Lake City,Slovakia,"Jul 7, 1994","1,80 m",both,Midfielder - Attacking Midfield,"Jan 6, 2017",31.12.2021,25247
469856,17664,469856,Luis Arriaga,Real Salt Lake City,United States,"Jan 26, 2001","1,70 m",no_info,Midfielder - Attacking Midfield,"Jan 1, 2019",-,no info
743691,17665,743691,Christopher Garcia,Real Salt Lake City,United States,"Jan 13, 2003","1,70 m",no_info,Forward - Right Winger,"Feb 10, 2020",-,no info
637271,17666,637271,Milan Iloski,Real Salt Lake City,United States North Macedonia,"Jul 29, 1999",no_info,no_info,Forward,"Jan 15, 2020",-,no info
175387,17667,175387,Justin Meram,Real Salt Lake City,Iraq United States,"Dec 4, 1988","1,85 m",right,Forward - Left Winger,"Feb 11, 2020",-,289096
637658,17668,637658,Tate Schmitt,Real Salt Lake City,United States,"May 28, 1997","1,80 m",no_info,Forward - Left Winger,"Jan 3, 2019",31.12.2020,no info
624261,17669,624261,Julian Vázquez,Real Salt Lake City,Mexico United States,"Jan 30, 2001","1,81 m",no_info,Forward - Left Winger,"Jan 1, 2019",31.12.2020,no info
336182,17670,336182,Corey Baird,Real Salt Lake City,United States,"Jan 30, 1996","1,78 m",no_info,Forward - Centre-Forward,"Jan 5, 2018",31.12.2023,5759
252062,17671,252062,Sam Johnson,Real Salt Lake City,Liberia,"May 6, 1993","1,78 m",right,Forward - Centre-Forward,"Feb 4, 2019",31.12.2020,no info
443384,17672,443384,Douglas Martínez,Real Salt Lake City,Honduras,"Jun 5, 1997","1,80 m",no_info,Forward - Centre-Forward,"Aug 30, 2019",31.12.2020,no info
19104,17673,19104,Giuseppe Rossi,Real Salt Lake City,Italy United States,"Feb 1, 1987","1,73 m",left,Forward - Centre-Forward,"Feb 26, 2020",31.12.2020,135573
148916,17674,148916,Evan Bush,Montreal Impact,United States,"Mar 6, 1986","1,88 m",no_info,Goalkeeper,"Mar 11, 2011",31.12.2021,9313
190915,17675,190915,Clément Diop,Montreal Impact,Senegal France,"Oct 12, 1993","1,85 m",right,Goalkeeper,"Dec 13, 2017",31.12.2020,28349
429217,17676,429217,James Pantemis,Valour FC,Canada Greece,"Feb 21, 1997","1,85 m",no_info,Goalkeeper,"Mar 6, 2020",31.12.2020,3994
170904,17677,170904,Rudy Camacho,Montreal Impact,France,"Mar 5, 1991","1,86 m",no_info,Defender - Centre-Back,"Mar 22, 2018",31.12.2021,2688
441738,17678,441738,Joel Waterman,Montreal Impact,Canada,"Jan 24, 1996","1,88 m",no_info,Defender - Centre-Back,"Jan 14, 2020",31.12.2021,1512
677677,17679,677677,Karifa Yao,Montreal Impact,Canada,"Sep 28, 2000","1,88 m",no_info,Defender - Centre-Back,"Jun 4, 2019",31.12.2021,no info
471004,17680,471004,Luis Binks,Montreal Impact,England Scotland,"Sep 2, 2001","1,84 m",no_info,Defender - Centre-Back,"Feb 18, 2020",-,8654
47785,17681,47785,Jukka Raitala,Montreal Impact,Finland,"Sep 15, 1988","1,81 m",both,Defender - Left-Back,"Dec 13, 2017",31.12.2020,2957
210374,17682,210374,Jorge Corrales,Montreal Impact,Cuba,"May 20, 1991","1,79 m",left,Defender - Left-Back,"Aug 7, 2019",31.12.2020,no info
395676,17683,395676,Zachary Brault-Guillard,Montreal Impact,Canada France,"Dec 30, 1998","1,71 m",right,Defender - Right-Back,"Jan 25, 2020",31.12.2021,no info
5477,17684,5477,Rod Fanni,Montreal Impact,France Benin,"Dec 6, 1981","1,86 m",right,Defender - Right-Back,"Aug 26, 2019",31.12.2020,no info
424993,17685,424993,Amar Sejdic,Montreal Impact,United States Bosnia-Herzegovina,"Nov 29, 1996","1,79 m",no_info,Midfielder,"Jan 11, 2019",31.12.2020,3062
189019,17686,189019,Samuel Piette,Montreal Impact,Canada France,"Nov 12, 1994","1,71 m",right,Midfielder - Defensive Midfield,"Aug 3, 2017",31.12.2022,26913
587902,17687,587902,Steeven Saba,Montreal Impact,Haiti United States,"Feb 24, 1993","1,70 m",no_info,Midfielder - Defensive Midfield,"Feb 4, 2020",31.12.2020,77894
144779,17688,144779,Saphir Taider,Montreal Impact,Algeria France,"Feb 29, 1992","1,80 m",right,Midfielder - Central Midfield,"Jan 1, 2020",31.12.2021,no info
423445,17689,423445,Shamit Shome,Montreal Impact,Canada Bangladesh,"Sep 5, 1997","1,75 m",right,Midfielder - Central Midfield,"Jan 13, 2017",31.12.2020,no info
666330,17690,666330,Emanuel Maciel,Montreal Impact,Argentina,"Mar 28, 1997","1,80 m",left,Midfielder - Central Midfield,"Feb 11, 2020",-,no info
221907,17691,221907,Romell Quioto,Montreal Impact,Honduras,"Aug 9, 1991","1,80 m",right,Forward - Left Winger,"Nov 20, 2019",31.12.2020,122500
322993,17692,322993,Lassi Lappalainen,Montreal Impact,Finland,"Aug 24, 1998","1,83 m",right,Forward - Left Winger,"Jul 25, 2019",30.06.2020,3718
408886,17693,408886,Ballou Tabla,Montreal Impact,Canada Cote d'Ivoire,"Mar 31, 1999","1,74 m",right,Forward - Left Winger,"Jan 15, 2020",-,43119
589006,17694,589006,Mathieu Choinière,Montreal Impact,Canada,"Feb 7, 1999","1,75 m",no_info,Forward - Left Winger,"Jul 18, 2018",31.12.2020,no info
401935,17695,401935,Orji Okwonkwo,Montreal Impact,Nigeria,"Jan 19, 1998","1,78 m",right,Forward - Right Winger,"Feb 12, 2019",31.12.2020,14983
589005,17696,589005,Clement Bayiha,Montreal Impact,Canada Cameroon,"Mar 3, 1999","1,74 m",right,Forward - Right Winger,"Jan 1, 2019",31.12.2020,no info
44675,17697,44675,Bojan Krkic,Montreal Impact,Spain Serbia,"Aug 28, 1990","1,73 m",right,Forward - Second Striker,"Aug 7, 2019",31.12.2020,no info
193781,17698,193781,Maximiliano Urruti,Montreal Impact,Argentina,"Feb 22, 1991","1,84 m",right,Forward - Centre-Forward,"Dec 9, 2018",31.12.2020,23446
333093,17699,333093,Anthony Jackson-Hamel,Montreal Impact,Canada Dominican Republic,"Aug 3, 1993","1,82 m",no_info,Forward - Centre-Forward,"Aug 1, 2014",31.12.2020,no info
248658,17700,248658,Vasilios Barkas,AEK Athens,Greece Netherlands,"May 30, 1994","1,96 m",left,Goalkeeper,"Jul 1, 2016",30.06.2022,no info
164729,17701,164729,Panagiotis Tsintotas,AEK Athens,Greece,"Jul 4, 1993","1,92 m",right,Goalkeeper,"Jul 1, 2017",30.06.2023,no info
234888,17702,234888,Georgios Athanasiadis,AEK Athens,Greece,"Apr 7, 1993","1,91 m",right,Goalkeeper,"Jul 1, 2019",30.06.2023,no info
174488,17703,174488,Marios Ikonomou,AEK Athens,Greece,"Oct 6, 1992","1,89 m",left,Defender - Centre-Back,"Jan 22, 2019",30.06.2022,no info
94807,17704,94807,Ognjen Vranjes,AEK Athens,Bosnia-Herzegovina Serbia,"Oct 24, 1989","1,83 m",right,Defender - Centre-Back,"Jul 1, 2019",30.06.2020,no info
25732,17705,25732,Dmytro Chyhrynskyi,AEK Athens,Ukraine,"Nov 7, 1986","1,89 m",right,Defender - Centre-Back,"Jul 1, 2016",30.06.2020,no info
318257,17706,318257,Stratos Svarnas,AEK Athens,Greece,"Nov 11, 1997","1,83 m",right,Defender - Centre-Back,"Aug 16, 2018",30.06.2023,no info
651842,17707,651842,Ziga Laci,AEK Athens,Slovenia,"Jul 20, 2002","1,89 m",left,Defender - Centre-Back,"Feb 14, 2020",30.01.2023,no info
113039,17708,113039,Niklas Hult,AEK Athens,Sweden,"Feb 13, 1990","1,73 m",left,Defender - Left-Back,"Jan 31, 2018",30.06.2020,38540
171068,17709,171068,Hélder Lopes,AEK Athens,Portugal,"Jan 4, 1989","1,79 m",left,Defender - Left-Back,"Jul 1, 2017",30.06.2022,no info
130142,17710,130142,Michalis Bakakis,AEK Athens,Greece,"Mar 18, 1991","1,75 m",right,Defender - Right-Back,"Jul 1, 2014",30.06.2023,no info
85771,17711,85771,Paulinho,AEK Athens,Portugal,"Jul 13, 1991","1,76 m",right,Defender - Right-Back,"Jul 1, 2019",30.06.2021,no info
233264,17712,233264,Stavros Vasilantonopoulos,Górnik Zabrze,Greece,"Jan 28, 1992","1,80 m",right,Defender - Right-Back,"Mar 2, 2020",30.06.2020,no info
567505,17713,567505,Konstantinos Stamoulis,AEK Athens,Greece,"Oct 29, 2000","1,73 m",right,Defender - Right-Back,"Jul 1, 2018",30.06.2021,no info
131574,17714,131574,André Simões,AEK Athens,Portugal,"Dec 16, 1989","1,77 m",right,Midfielder - Defensive Midfield,"Jul 1, 2015",30.06.2022,48761
376106,17715,376106,Anel Sabanadzovic,AEK Athens,Bosnia-Herzegovina United States,"May 24, 1999","1,82 m",right,Midfielder - Defensive Midfield,"Jan 11, 2019",31.12.2023,no info
370885,17716,370885,Konstantinos Galanopoulos,AEK Athens,Greece,"Dec 28, 1997","1,72 m",right,Midfielder - Central Midfield,"Aug 21, 2015",30.06.2021,no info
56790,17717,56790,Nenad Krsticic,AEK Athens,Serbia,"Jul 3, 1990","1,82 m",left,Midfielder - Central Midfield,"Jan 4, 2019",30.06.2022,no info
259881,17718,259881,Damian Szymanski,AEK Athens,Poland,"Jun 16, 1995","1,82 m",right,Midfielder - Central Midfield,"Jan 14, 2020",30.06.2020,no info
128011,17719,128011,Petros Mantalos,AEK Athens,Greece,"Aug 31, 1991","1,76 m",right,Midfielder - Attacking Midfield,"Jul 1, 2014",30.06.2022,no info
486057,17720,486057,Giannis-Fivos Botos,AEK Athens,Greece,"Dec 20, 2000","1,72 m",no_info,Midfielder - Attacking Midfield,"Jul 1, 2018",30.06.2023,no info
569488,17721,569488,Giannis Sardelis,AEK Athens,Greece,"Nov 3, 2000","1,71 m",both,Midfielder - Attacking Midfield,"Jul 1, 2018",-,no info
184885,17722,184885,Christos Albanis,AEK Athens,Greece,"Nov 5, 1994","1,84 m",both,Forward - Left Winger,"Jul 1, 2018",30.06.2021,no info
256361,17723,256361,Daniele Verde,AEK Athens,Italy,"Jun 20, 1996","1,68 m",left,Forward - Right Winger,"Jul 17, 2019",30.06.2022,46973
173589,17724,173589,Viktor Klonaridis,AEK Athens,Belgium Greece,"Jul 28, 1992","1,78 m",right,Forward - Second Striker,"Jul 1, 2017",30.06.2020,no info
95438,17725,95438,Marko Livaja,AEK Athens,Croatia,"Aug 26, 1993","1,82 m",right,Forward - Centre-Forward,"Jul 1, 2018",30.06.2021,780
72768,17726,72768,Nélson Oliveira,AEK Athens,Portugal,"Aug 8, 1991","1,85 m",right,Forward - Centre-Forward,"Jul 20, 2019",30.06.2021,no info
110366,17727,110366,Sergio Araujo,AEK Athens,Argentina,"Jan 28, 1992","1,80 m",right,Forward - Centre-Forward,"Jan 31, 2020",30.06.2020,no info
234850,17728,234850,Georgios Giakoumakis,Górnik Zabrze,Greece,"Dec 9, 1994","1,86 m",right,Forward - Centre-Forward,"Mar 2, 2020",30.06.2021,no info
416490,17729,416490,Efthymios Christopoulos,AEK Athens U19,Greece,"Sep 20, 2000","1,81 m",right,Forward - Centre-Forward,-,30.06.2023,no info
147871,17730,147871,Khalid Eisa,Al-Ain FC,United Arab Emirates,"Sep 15, 1989","1,78 m",no_info,Goalkeeper,"Jan 1, 2014",30.06.2024,no info
322430,17731,322430,Mohammed Bu Senda,Al-Ain FC,United Arab Emirates,"Jun 20, 1995","1,80 m",no_info,Goalkeeper,-,30.06.2024,no info
185641,17732,185641,Dawoud Sulaiman,Al-Ain FC,United Arab Emirates,"Mar 21, 1990","1,82 m",no_info,Goalkeeper,"Sep 1, 2016",-,no info
513825,17733,513825,Mohammed Hilal Khalifa,Al-Ain FC,United Arab Emirates,"Aug 10, 1995",no_info,no_info,Defender,"Jul 1, 2019",-,no info
372589,17734,372589,Ahmad Salem Mohamad,Al-Ain FC,United Arab Emirates,"Aug 23, 1994",no_info,no_info,Defender,-,-,no info
177521,17735,177521,Tsukasa Shiotani,Al-Ain FC,Japan,"Dec 5, 1988","1,82 m",right,Defender - Centre-Back,"Jul 1, 2017",30.06.2021,no info
539362,17736,539362,Mohammed Ali Shakir,Al-Ain FC,United Arab Emirates,"Apr 27, 1997",no_info,no_info,Defender - Centre-Back,"Jul 1, 2019",30.06.2024,no info
113748,17737,113748,Mohnad Salem,Al-Ain FC,United Arab Emirates,"Mar 1, 1985","1,84 m",left,Defender - Centre-Back,-,30.06.2021,no info
148017,17738,148017,Ismail Ahmed,Al-Ain FC,United Arab Emirates Morocco,"Jul 7, 1983","1,92 m",right,Defender - Centre-Back,"Jul 1, 2008",30.06.2024,no info
114164,17739,114164,Mohamed Ahmad,Al-Ain FC,United Arab Emirates,"Apr 16, 1989","1,83 m",right,Defender - Centre-Back,"Jul 1, 2012",30.06.2024,no info
107415,17740,107415,Mohammed Fayez,Al-Ain FC,United Arab Emirates,"Oct 6, 1989","1,77 m",left,Defender - Left-Back,-,-,no info
148015,17741,148015,Khaled Abdulrahman,Al-Ain FC,United Arab Emirates,"Sep 10, 1988","1,69 m",left,Defender - Left-Back,-,-,no info
651486,17742,651486,Salem Abdulla,Al-Ain FC,United Arab Emirates,"Sep 17, 1998",no_info,left,Defender - Left-Back,-,30.06.2024,no info
742834,17743,742834,Rafael Pereira,Al-Ain FC,Brazil,"Apr 17, 2000","1,87 m",left,Defender - Left-Back,"Jan 1, 2020",-,no info
185650,17744,185650,Bandar Mohamed,Al-Ain FC,United Arab Emirates,"Jul 9, 1990","1,69 m",right,Defender - Right-Back,"Oct 20, 2016",30.06.2024,49319
505211,17745,505211,Saeed Juma Hassan,Al-Ain FC,United Arab Emirates,"Jul 8, 1998",no_info,no_info,Defender - Right-Back,"Jul 1, 2018",-,no info
671795,17746,671795,Falah Waleed,Al-Ain FC,United Arab Emirates,"Sep 13, 1998",no_info,no_info,Defender - Right-Back,"Jun 1, 2019",30.06.2024,no info
430465,17747,430465,Mohamed Jamal,Al-Ain FC,United Arab Emirates,"May 11, 1994","1,73 m",left,Midfielder,"Jul 1, 2019",30.06.2023,no info
433811,17748,433811,Mohsen Abdullah,Al-Ain FC,United Arab Emirates,"Apr 13, 1995",no_info,no_info,Midfielder,-,30.06.2024,no info
433812,17749,433812,Khaled Khalfan Zayed,Al-Ain FC,United Arab Emirates,"Jan 23, 1996",no_info,no_info,Midfielder,-,-,no info
148016,17750,148016,Mohamed Abdulrahman,Al-Ain FC,United Arab Emirates,"Feb 4, 1989","1,73 m",no_info,Midfielder - Defensive Midfield,"Jul 1, 2008",30.06.2023,no info
614835,17751,614835,Yahia Nader,Al-Ain FC,United Arab Emirates Egypt,"Sep 11, 1998",no_info,no_info,Midfielder - Defensive Midfield,"Jul 1, 2018",30.06.2020,no info
261387,17752,261387,Ahmed Barman,Al-Ain FC,United Arab Emirates,"Feb 5, 1994","1,75 m",left,Midfielder - Central Midfield,-,30.06.2024,no info
536483,17753,536483,Idriss Mzaouiyani,Al-Ain FC,France Comoros,"Jan 15, 2000","1,72 m",left,Midfielder - Central Midfield,"Sep 1, 2019",30.06.2022,18039
